vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
SCS13,weekday_2071,1729699236,0.0,2.831123,101.826935,0.0
SCS13,weekday_2071,1729699296,0.0,2.831123,101.826935,0.0
SCS13,weekday_2071,1729699356,0.0,2.831123,101.826935,0.0
SCS13,weekday_2071,1729699396,0.0,2.831123,101.826935,0.0
SCS13,weekday_2071,1729699456,0.0,2.831123,101.826935,0.0
SCS13,weekday_2071,1729699516,46.0,2.826872,101.82582,0.0
SCS13,weekday_2071,1729699596,86.0,2.815552,101.81439,0.0
SCS13,weekday_2071,1729699636,87.0,2.8106,101.80747,0.0
SCS13,weekday_2071,1729699716,0.0,2.802705,101.800095,0.0
SCS13,weekday_2071,1729699776,46.0,2.801992,101.79954,0.0
SCS13,weekday_2071,1729699816,82.0,2.795312,101.79593,0.0
SCS13,weekday_2071,1729699896,83.0,2.779255,101.801125,0.0
SCS13,weekday_2071,1729699936,79.0,2.771645,101.80384,0.0
SCS13,weekday_2071,1729700016,103.0,2.756992,101.81618,0.0
SCS13,weekday_2071,1729700076,28.0,2.754952,101.82357,0.0
SCS13,weekday_2071,1729700116,10.0,2.754178,101.82631,0.0
SCS13,weekday_2071,1729700196,42.0,2.753237,101.82959,0.0
SCS13,weekday_2071,1729700256,98.0,2.75092,101.83802,0.0
SCS13,weekday_2071,1729700316,112.0,2.74643,101.85396,0.0
SCS13,weekday_2071,1729700376,59.0,2.742272,101.86885,0.0
SCS13,weekday_2071,1729700436,0.0,2.741562,101.87135,0.0
SCS13,weekday_2071,1729700496,96.0,2.739293,101.87948,0.0
SCS13,weekday_2071,1729700556,79.0,2.741072,101.891785,0.0
SCS13,weekday_2071,1729700616,109.0,2.72898,101.90045,0.0
SCS13,weekday_2071,1729700656,97.0,2.725368,101.9097,0.0
SCS13,weekday_2071,1729700736,56.0,2.723232,101.92126,0.0
SCS13,weekday_2071,1729700796,63.0,2.722205,101.93101,0.0
SCS13,weekday_2071,1729700856,48.0,2.720665,101.93666,0.0
SCS13,weekday_2071,1729700856,48.0,2.720665,101.93666,0.0
EMU28,2900,1729716006,0.0,4.597413,101.07276,0.0
EMU28,2900,1729716106,48.0,4.601773,101.07505,0.0
EMU28,2900,1729716166,75.0,4.609345,101.07887,0.0
EMU28,2900,1729716226,97.0,4.612145,101.09102,0.0
EMU28,2900,1729716286,114.0,4.62505,101.09947,0.0
EMU28,2900,1729716346,110.0,4.63909,101.11025,0.0
EMU28,2900,1729716406,105.0,4.652012,101.11961,0.0
EMU28,2900,1729716468,101.0,4.665483,101.13006,0.0
EMU28,2900,1729716528,104.0,4.677468,101.13907,0.0
EMU28,2900,1729716588,127.0,4.694085,101.14052,0.0
EMU28,2900,1729716648,125.0,4.70785,101.12858,0.0
EMU28,2900,1729716708,116.0,4.723555,101.12227,0.0
EMU28,2900,1729716768,110.0,4.74028,101.121605,0.0
EMU28,2900,1729716828,117.0,4.756557,101.11748,0.0
EMU28,2900,1729716888,107.0,4.771472,101.10969,0.0
EMU28,2900,1729716948,115.0,4.784008,101.099144,0.0
EMU28,2900,1729716988,106.0,4.794098,101.09317,0.0
EMU28,2900,1729717068,54.0,4.804593,101.08459,0.0
EMU28,2900,1729717128,72.0,4.811532,101.07889,0.0
EMU28,2900,1729717188,38.0,4.81808,101.07206,0.0
EMU28,2900,1729717248,0.0,4.818418,101.07153,0.0
EMU28,2900,1729717308,104.0,4.82314,101.06371,0.0
EMU28,2900,1729717373,110.0,4.825188,101.046265,0.0
EMU28,2900,1729717433,120.0,4.826328,101.029854,0.0
EMU28,2900,1729717493,126.0,4.838253,101.016655,0.0
EMU28,2900,1729717553,120.0,4.844887,100.99939,0.0
EMU28,2900,1729717613,118.0,4.84311,100.981224,0.0
EMU28,2900,1729717633,113.0,4.841525,100.97563,0.0
EMU28,2900,1729717733,121.0,4.827893,100.952194,0.0
EMU28,2900,1729717753,124.0,4.82172,100.95166,0.0
EMU28,2900,1729717853,105.0,4.797923,100.938705,0.0
EMU28,2900,1729717913,91.0,4.783727,100.935165,0.0
EMU28,2900,1729717973,4.0,4.776528,100.932526,0.0
EMU28,2900,1729718013,0.0,4.776518,100.93251,0.0
EMU28,2900,1729718093,87.0,4.77442,100.92749,0.0
EMU28,2900,1729718139,78.0,4.775373,100.918,0.0
EMU32,weekday_2003,1729718150,29.0,3.186378,101.69009,0.0
EMU32,weekday_2003,1729718180,33.0,3.184427,101.68946,0.0
EMU28,2900,1729718179,97.0,4.776468,100.90932,0.0
EMU32,weekday_2003,1729718270,0.0,3.182198,101.68869,0.0
EMU28,2900,1729718259,119.0,4.772562,100.89032,0.0
EMU28,2900,1729718319,106.0,4.772475,100.873085,0.0
EMU32,weekday_2003,1729718330,4.0,3.18212,101.68868,0.0
EMU28,2900,1729718359,89.0,4.776683,100.8642,0.0
EMU32,weekday_2003,1729718360,22.0,3.18098,101.68827,0.0
EMU28,2900,1729718419,0.0,4.778005,100.857895,0.0
EMU32,weekday_2003,1729718420,26.0,3.177135,101.68624,0.0
EMU28,2900,1729718479,89.0,4.779068,100.85223,0.0
EMU32,weekday_2003,1729718480,22.0,3.174043,101.68494,0.0
EMU32,weekday_2003,1729718540,0.0,3.173587,101.684845,0.0
EMU28,2900,1729718539,118.0,4.776415,100.83598,0.0
SCS28,weekday_2002,1729718616,0.0,2.718313,101.94113,0.0
EMU28,2900,1729718619,0.0,4.776027,100.8235,0.0
EMU32,weekday_2003,1729718630,0.0,3.173275,101.6848,0.0
SCS28,weekday_2002,1729718646,0.0,2.718313,101.94113,0.0
EMU32,weekday_2003,1729718660,0.0,3.173275,101.6848,0.0
EMU28,2900,1729718659,0.0,4.776027,100.8235,0.0
SCS28,weekday_2002,1729718736,17.0,2.719505,101.93932,0.0
EMU32,weekday_2003,1729718744,26.0,3.169488,101.68586,0.0
EMU28,2900,1729718739,125.0,4.783112,100.77679,0.0
EMU40,2940,1729718748,107.0,5.374325,100.398476,0.0
SCS28,weekday_2002,1729718796,46.0,2.720725,101.93593,0.0
EMU32,weekday_2003,1729718804,32.0,3.166958,101.689255,0.0
EMU28,2900,1729718799,119.0,4.790157,100.75987,0.0
