vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
SCS32,weekday_2071,1739116849,49.0,2.840052,101.82795,0.0
SCS32,weekday_2071,1739116909,20.0,2.835198,101.82766,0.0
SCS32,weekday_2071,1739116969,28.0,2.831197,101.82692,0.0
SCS32,weekday_2071,1739117029,0.0,2.829935,101.82663,0.0
SCS32,weekday_2071,1739117089,23.0,2.827123,101.82595,0.0
SCS32,weekday_2071,1739117149,86.0,2.822155,101.820145,0.0
SCS32,weekday_2071,1739117209,87.0,2.813798,101.8105,0.0
SCS32,weekday_2071,1739117269,71.0,2.80412,101.80135,0.0
SCS32,weekday_2071,1739117329,0.0,2.801845,101.79927,0.0
SCS32,weekday_2071,1739117389,89.0,2.797422,101.796295,0.0
SCS32,weekday_2071,1739117449,97.0,2.783043,101.79974,0.0
SCS32,weekday_2071,1739117509,90.0,2.76961,101.80452,0.0
SCS32,weekday_2071,1739117569,45.0,2.761278,101.81015,0.0
SCS32,weekday_2071,1739117629,58.0,2.756807,101.81681,0.0
SCS32,weekday_2071,1739117689,24.0,2.754958,101.823395,0.0
SCS32,weekday_2071,1739117749,20.0,2.754115,101.82629,0.0
SCS32,weekday_2071,1739117809,0.0,2.753753,101.82756,0.0
SCS32,weekday_2071,1739117869,27.0,2.753068,101.83002,0.0
SCS32,weekday_2071,1739117929,27.0,2.752132,101.83351,0.0
SCS32,weekday_2071,1739117989,95.0,2.749148,101.84415,0.0
SCS32,weekday_2071,1739118049,24.0,2.746973,101.85186,0.0
SCS32,weekday_2071,1739118109,68.0,2.74546,101.85725,0.0
SCS32,weekday_2071,1739118169,69.0,2.742323,101.86846,0.0
SCS32,weekday_2071,1739118229,0.0,2.741158,101.87254,0.0
SCS32,weekday_2071,1739118289,53.0,2.740467,101.87511,0.0
SCS32,weekday_2071,1739118349,81.0,2.739145,101.885994,0.0
SCS32,weekday_2071,1739118409,82.0,2.737092,101.89477,0.0
SCS32,weekday_2071,1739118469,34.0,2.728285,101.90098,0.0
