vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
SCS19,weekday_2071,1740067243,82.0,2.757707,101.81437,0.0
SCS19,weekday_2071,1740067303,23.0,2.755403,101.82174,0.0
SCS19,weekday_2071,1740067363,26.0,2.754385,101.82532,0.0
SCS19,weekday_2071,1740067423,7.0,2.754115,101.826385,0.0
SCS19,weekday_2071,1740067483,32.0,2.75302,101.83044,0.0
SCS19,weekday_2071,1740067543,70.0,2.751172,101.83724,0.0
SCS19,weekday_2071,1740067603,62.0,2.748345,101.847305,0.0
SCS19,weekday_2071,1740067663,58.0,2.746682,101.85321,0.0
SCS19,weekday_2071,1740067723,86.0,2.7432,101.865364,0.0
SCS19,weekday_2071,1740067783,0.0,2.741582,101.87134,0.0
SCS19,weekday_2071,1740067843,67.0,2.740818,101.87398,0.0
SCS19,weekday_2071,1740067903,81.0,2.739212,101.88601,0.0
SCS19,weekday_2071,1740067963,85.0,2.736698,101.89498,0.0
SCS19,weekday_2071,1740068023,23.0,2.728295,101.900955,0.0
SCS19,weekday_2071,1740068083,47.0,2.725683,101.90445,0.0
SCS19,weekday_2071,1740068143,73.0,2.725593,101.914795,0.0
SCS19,weekday_2071,1740068203,65.0,2.72425,101.924866,0.0
SCS19,weekday_2071,1740068263,28.0,2.72192,101.93181,0.0
SCS19,weekday_2071,1740068323,32.0,2.72094,101.93567,0.0
SCS19,weekday_2071,1740068383,25.0,2.719697,101.9391,0.0
SCS19,weekday_2071,1740068443,0.0,2.719177,101.94011,0.0
SCS19,weekday_2071,1740068503,22.0,2.718378,101.94129,0.0
SCS19,weekday_2071,1740068563,45.0,2.715547,101.94551,0.0
SCS19,weekday_2071,1740068623,94.0,2.708097,101.952286,0.0
SCS19,weekday_2071,1740068683,93.0,2.699262,101.962715,0.0
SCS19,weekday_2071,1740068743,36.0,2.69194,101.97129,0.0
SCS19,weekday_2071,1740068803,41.0,2.690472,101.9718,0.0
SCS19,weekday_2071,1740068863,91.0,2.67902,101.97681,0.0
SCS19,weekday_2071,1740068863,91.0,2.67902,101.97681,0.0
EMU33,weekday_2002,1740084174,0.0,6.6629,100.319275,0.0
EMU33,weekday_2002,1740084234,0.0,6.6629,100.319275,0.0
EMU33,weekday_2002,1740084294,0.0,6.6629,100.319275,0.0
EMU33,weekday_2002,1740084354,0.0,6.6629,100.319275,0.0
EMU33,weekday_2002,1740084414,0.0,6.6629,100.319275,0.0
EMU32,weekday_2002,1740084467,0.0,5.364315,100.4202,0.0
EMU33,weekday_2002,1740084534,0.0,6.6629,100.319275,0.0
EMU33,weekday_2002,1740084589,0.0,6.6629,100.319275,0.0
EMU32,weekday_2002,1740084647,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740084707,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740084767,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740084827,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740084887,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740084947,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085007,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085067,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085127,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085187,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085247,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085307,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085367,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085427,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085487,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085547,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085607,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085667,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085727,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085787,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085847,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085907,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740085967,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740086027,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740086087,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086084,0.0,3.182735,101.68897,0.0
SCS17,weekday_2003,1740086144,0.0,3.182758,101.68888,0.0
EMU32,weekday_2002,1740086147,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086204,9.0,3.182345,101.68896,0.0
EMU32,weekday_2002,1740086207,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086264,24.0,3.179742,101.68775,0.0
EMU32,weekday_2002,1740086267,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086324,23.0,3.17734,101.68639,0.0
EMU32,weekday_2002,1740086327,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086384,24.0,3.174032,101.68489,0.0
EMU32,weekday_2002,1740086387,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086404,23.0,3.17276,101.68476,0.0
EMU32,weekday_2002,1740086447,0.0,5.364315,100.4202,0.0
EMU32,weekday_2002,1740086507,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086558,12.0,3.166422,101.68989,0.0
EMU32,weekday_2002,1740086567,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086618,7.0,3.166053,101.6903,0.0
EMU32,weekday_2002,1740086627,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086678,38.0,3.163542,101.692024,0.0
EMU32,weekday_2002,1740086687,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086738,44.0,3.156948,101.6938,0.0
EMU32,weekday_2002,1740086747,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086798,0.0,3.154855,101.693375,0.0
EMU32,weekday_2002,1740086807,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086858,29.0,3.151842,101.69113,0.0
EMU32,weekday_2002,1740086867,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740086918,25.0,3.147355,101.69106,0.0
EMU33,weekday_2002,1740086918,0.0,6.662335,100.3188,0.0
SCS17,weekday_2003,1740086978,21.0,3.144357,101.693085,0.0
EMU32,weekday_2002,1740086987,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740087038,22.0,3.141135,101.69425,0.0
EMU32,weekday_2002,1740087047,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087029,4.0,2.464047,102.22567,0.0
SCS17,weekday_2003,1740087098,0.0,3.140418,101.694115,0.0
EMU32,weekday_2002,1740087107,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087089,21.0,2.465445,102.222946,0.0
SCS17,weekday_2003,1740087158,20.0,3.138157,101.69297,0.0
EMU32,weekday_2002,1740087167,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087149,25.0,2.467418,102.219406,0.0
SCS17,weekday_2003,1740087218,33.0,3.136105,101.68968,0.0
EMU32,weekday_2002,1740087227,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087224,104.0,2.469618,102.20876,0.0
SCS17,weekday_2003,1740087278,0.0,3.1347,101.68767,0.0
EMU32,weekday_2002,1740087287,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087293,103.0,2.454618,102.19891,0.0
SCS17,weekday_2003,1740087338,0.0,3.1347,101.68767,0.0
SCS02,weekday_2602,1740087342,107.0,2.453813,102.18689,0.0
EMU32,weekday_2002,1740087347,0.0,5.364315,100.4202,0.0
SCS17,weekday_2003,1740087398,22.0,3.131037,101.68211,0.0
EMU32,weekday_2002,1740087407,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087388,106.0,2.464923,102.18226,0.0
SCS17,weekday_2003,1740087458,27.0,3.128033,101.67982,0.0
SCS28,weekday_2008,1740087457,0.0,2.463343,102.22678,0.0
EMU32,weekday_2002,1740087467,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087448,107.0,2.481048,102.180084,0.0
EMU32,weekday_2002,1740087527,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087508,110.0,2.496843,102.17676,0.0
SCS17,weekday_2003,1740087518,28.0,3.123012,101.67815,0.0
SCS28,weekday_2008,1740087517,27.0,2.463985,102.22557,0.0
SCS02,weekday_2602,1740087568,110.0,2.512428,102.170456,0.0
SCS28,weekday_2008,1740087577,47.0,2.466803,102.22034,0.0
SCS12,weekday_2004,1740087576,88.0,2.702512,101.957146,0.0
SCS17,weekday_2003,1740087578,0.0,3.119307,101.67885,0.0
EMU32,weekday_2002,1740087587,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087628,109.0,2.527423,102.16394,0.0
SCS17,weekday_2003,1740087638,26.0,3.11743,101.67908,0.0
SCS28,weekday_2008,1740087637,79.0,2.470127,102.212494,0.0
SCS12,weekday_2004,1740087636,78.0,2.71234,101.94996,0.0
EMU32,weekday_2002,1740087647,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087688,107.0,2.537892,102.151375,0.0
SCS17,weekday_2003,1740087698,0.0,3.114038,101.681114,0.0
SCS28,weekday_2008,1740087697,119.0,2.460667,102.20241,0.0
SCS12,weekday_2004,1740087696,41.0,2.717848,101.941956,0.0
EMU32,weekday_2002,1740087707,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087748,110.0,2.548028,102.138695,0.0
SCS17,weekday_2003,1740087758,27.0,3.113563,101.68181,0.0
SCS28,weekday_2008,1740087757,111.0,2.452423,102.18959,0.0
SCS12,weekday_2004,1740087756,0.0,2.719077,101.94018,0.0
EMU32,weekday_2002,1740087767,0.0,5.364315,100.4202,0.0
SCS02,weekday_2602,1740087808,109.0,2.558515,102.12657,0.0
SCS17,weekday_2003,1740087818,53.0,3.111842,101.688484,0.0
SCS28,weekday_2008,1740087817,114.0,2.466988,102.181915,0.0
SCS12,weekday_2004,1740087816,19.0,2.719272,101.93987,0.0
EMU32,weekday_2002,1740087827,0.0,5.364315,100.4202,0.0
SCS12,weekday_2004,1740087876,27.0,2.720612,101.936516,0.0
SCS17,weekday_2003,1740087878,83.0,3.104812,101.69726,0.0
SCS28,weekday_2008,1740087877,119.0,2.483798,102.179665,0.0
SCS27,2941,1740087879,55.0,6.372388,100.30165,0.0
SCS02,weekday_2602,1740087893,103.0,2.571472,102.10758,0.0
EMU32,weekday_2002,1740087887,0.0,5.364315,100.4202,0.0
SCS27,2941,1740087939,0.0,6.370302,100.30319,0.0
SCS17,weekday_2003,1740087938,37.0,3.10041,101.70276,0.0
SCS28,weekday_2008,1740087937,120.0,2.500962,102.17502,0.0
SCS12,weekday_2004,1740087936,69.0,2.72235,101.930115,0.0
EMU32,weekday_2002,1740087947,0.0,5.364315,100.4202,0.0
EMU35,2943,1740087946,116.0,6.632193,100.27421,0.0
SCS02,weekday_2602,1740087953,87.0,2.584468,102.0998,0.0
SCS27,2941,1740087999,119.0,6.361315,100.30994,0.0
SCS17,weekday_2003,1740087998,0.0,3.098635,101.705025,0.0
SCS28,weekday_2008,1740087997,119.0,2.517682,102.16829,0.0
SCS12,weekday_2004,1740087996,67.0,2.723267,101.92048,0.0
EMU32,weekday_2002,1740088007,0.0,5.364315,100.4202,0.0
EMU35,2943,1740088006,124.0,6.617397,100.26478,0.0
SCS02,weekday_2602,1740088013,37.0,2.592213,102.095184,0.0
EMU35,2943,1740088066,115.0,6.599185,100.263245,0.0
