vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
DMU12(D6124),50,1773078697,36.0,4.191608,102.0481,0.0
DMU12(D6124),50,1773078697,36.0,4.191608,102.0481,0.0
DMU12(D6124),50,1773078757,61.0,4.197042,102.04059,0.0
DMU12(D6124),50,1773079357,46.0,4.24686,101.96488,0.0
DMU12(D6124),50,1773079387,37.0,4.247582,101.96159,0.0
DMU12(D6124),50,1773079537,44.0,4.248533,101.945404,0.0
DMU12(D6124),50,1773080077,2.0,4.293552,101.92207,0.0
DMU12(D6124),50,1773080077,2.0,4.293552,101.92207,0.0
DMU12(D6124),50,1773080647,54.0,4.378768,101.923645,0.0
DMU12(D6124),50,1773080647,54.0,4.378768,101.923645,0.0
DMU12(D6124),50,1773082027,2.0,4.42207,101.931694,0.0
DMU12(D6124),50,1773082717,30.0,4.492212,101.94652,0.0
DMU12(D6124),50,1773082717,30.0,4.492212,101.94652,0.0
DMU12(D6124),50,1773083347,77.0,4.584222,101.985596,0.0
DMU12(D6124),50,1773083977,37.0,4.68996,102.00341,0.0
DMU12(D6124),50,1773085327,66.0,4.871507,101.964836,0.0
DMU09,51,1773085807,0.0,6.199193,102.16733,0.0
DMU09,51,1773085837,0.0,6.199275,102.16727,0.0
DMU09,51,1773085957,30.0,6.193633,102.16825,0.0
DMU09,51,1773085957,30.0,6.193633,102.16825,0.0
DMU12(D6124),52,1773086467,17.0,4.880262,101.96725,0.0
DMU09,51,1773086467,33.0,6.148237,102.22895,0.0
DMU12(D6124),52,1773086467,17.0,4.880262,101.96725,0.0
DMU09,51,1773086467,33.0,6.148237,102.22895,0.0
DMU09,51,1773086587,62.0,6.133798,102.218544,0.0
DMU09,51,1773086587,62.0,6.133798,102.218544,0.0
DMU09,51,1773086647,56.0,6.127588,102.21106,0.0
DMU09,51,1773086797,8.0,6.118787,102.200966,0.0
DMU09,51,1773086797,8.0,6.118787,102.200966,0.0
DMU09,51,1773087037,66.0,6.111402,102.19244,0.0
DMU12(D6124),52,1773087757,57.0,5.015797,102.03004,0.0
DMU09,51,1773087757,0.0,6.04292,102.14248,0.0
DMU09,51,1773087847,17.0,6.039948,102.14092,0.0
DMU12(D6124),52,1773087847,20.0,5.021715,102.0335,0.0
