vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
DMU11(D6122),59,1762444809,78.0,4.264207,101.92518,0.0
SCS19,weekday_2067,1762444803,97.0,2.775487,101.802475,0.0
ETS213,9278,1762444867,0.0,3.668013,101.53294,0.0
SCS19,weekday_2067,1762444863,98.0,2.762552,101.80917,0.0
ETS211,9180,1762444856,131.0,5.23532,100.48805,0.0
DMU11(D6122),59,1762444869,2.0,4.25791,101.925316,0.0
ETS202,9052,1762444859,89.0,4.274737,101.16791,0.0
DMU11(D6122),59,1762444869,2.0,4.25791,101.925316,0.0
SCS19,weekday_2067,1762444843,87.0,2.766407,101.80603,0.0
ETS202,9052,1762444889,100.0,4.281357,101.16412,0.0
ETS213,9278,1762444867,0.0,3.668013,101.53294,0.0
ETS211,9180,1762444856,131.0,5.23532,100.48805,0.0
ETS211,9180,1762444946,125.0,5.265547,100.481285,0.0
DMU11(D6122),59,1762444959,20.0,4.256965,101.92528,0.0
ETS213,9278,1762444957,0.0,3.667945,101.532974,0.0
SCS19,weekday_2067,1762444943,14.0,2.75527,101.82236,0.0
ETS202,9052,1762444919,107.0,4.289548,101.16287,0.0
ETS211,9180,1762445006,115.0,5.283977,100.47991,0.0
ETS202,9052,1762445009,0.0,4.303023,101.153305,0.0
ETS213,9278,1762445017,0.0,3.667972,101.53306,0.0
SCS19,weekday_2067,1762445023,0.0,2.754273,101.826096,0.0
DMU11(D6122),59,1762445019,68.0,4.251033,101.93152,0.0
DMU11(D6122),59,1762445019,68.0,4.251033,101.93152,0.0
ETS211,9180,1762445036,102.0,5.291957,100.482994,0.0
ETS202,9052,1762445039,0.0,4.303023,101.153305,0.0
SCS19,weekday_2067,1762445063,24.0,2.753782,101.82784,0.0
ETS213,9278,1762445017,0.0,3.667972,101.53306,0.0
ETS213,9278,1762445167,0.0,3.677573,101.52588,0.0
ETS211,9180,1762445156,126.0,5.328685,100.46983,0.0
DMU11(D6122),59,1762445169,57.0,4.24872,101.9571,0.0
SCS19,weekday_2067,1762445163,82.0,2.751317,101.83653,0.0
ETS202,9052,1762445129,66.0,4.307058,101.14795,0.0
ETS213,9278,1762445197,0.0,3.677573,101.52588,0.0
DMU11(D6122),59,1762445199,65.0,4.24759,101.962006,0.0
SCS19,weekday_2067,1762445243,88.0,2.745808,101.85611,0.0
ETS211,9180,1762445216,108.0,5.346705,100.46852,0.0
SCS19,weekday_2067,1762445243,88.0,2.745808,101.85611,0.0
