vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
SCS05,weekday_2271,1736697622,109.0,2.762972,101.80878,0.0
SCS05,weekday_2271,1736697682,60.0,2.755542,101.82128,0.0
SCS05,weekday_2271,1736697742,36.0,2.754195,101.826035,0.0
SCS05,weekday_2271,1736697822,37.0,2.75347,101.828545,0.0
SCS05,weekday_2271,1736697882,34.0,2.752075,101.83361,0.0
SCS05,weekday_2271,1736697922,33.0,2.751115,101.83704,0.0
SCS05,weekday_2271,1736698002,57.0,2.749623,101.84236,0.0
SCS05,weekday_2271,1736698042,75.0,2.747453,101.850075,0.0
SCS05,weekday_2271,1736698122,83.0,2.743543,101.8641,0.0
SCS05,weekday_2271,1736698182,10.0,2.741178,101.87242,0.0
SCS05,weekday_2271,1736698242,74.0,2.740362,101.875404,0.0
SCS05,weekday_2271,1736698282,82.0,2.738495,101.88332,0.0
SCS05,weekday_2271,1736698362,86.0,2.73538,101.895584,0.0
SCS05,weekday_2271,1736698422,28.0,2.728038,101.90116,0.0
SCS05,weekday_2271,1736698482,15.0,2.726295,101.9031,0.0
SCS05,weekday_2271,1736698522,12.0,2.725687,101.90431,0.0
SCS05,weekday_2271,1736698582,13.0,2.725238,101.90628,0.0
SCS05,weekday_2271,1736698642,74.0,2.725415,101.91164,0.0
SCS05,weekday_2271,1736698702,70.0,2.723178,101.92164,0.0
SCS05,weekday_2271,1736698782,29.0,2.721392,101.93378,0.0
SCS05,weekday_2271,1736698842,47.0,2.719813,101.938675,0.0
SCS05,weekday_2271,1736698882,0.0,2.718408,101.94113,0.0
SCS05,weekday_2271,1736698942,27.0,2.717198,101.94291,0.0
SCS05,weekday_2271,1736699002,83.0,2.713105,101.94903,0.0
SCS05,weekday_2271,1736699062,80.0,2.702852,101.95666,0.0
SCS05,weekday_2271,1736699142,87.0,2.693285,101.970726,0.0
SCS05,weekday_2271,1736699202,0.0,2.6901,101.97194,0.0
SCS05,weekday_2271,1736699262,92.0,2.682267,101.97527,0.0
SCS05,weekday_2271,1736699262,92.0,2.682267,101.97527,0.0
SCS18,weekday_2002,1736714547,0.0,2.463258,102.22674,0.0
SCS18,weekday_2002,1736714607,48.0,2.464873,102.223785,0.0
