vehicle_id,trip_id,timestamp,speed,lat,lon,bearing
EMU29,2940,1746998453,27.0,5.392013,100.36811,0.0
SCS23,2941,1746998446,28.0,6.662,100.31933,0.0
SCS23,2941,1746998506,51.0,6.65834,100.31436,0.0
EMU29,2940,1746998513,27.0,5.389812,100.37086,0.0
EMU29,2940,1746998573,30.0,5.38718,100.37385,0.0
SCS23,2941,1746998566,59.0,6.653757,100.30758,0.0
SCS23,2941,1746998656,122.0,6.643428,100.28938,0.0
EMU29,2940,1746998663,105.0,5.380245,100.38725,0.0
EMU29,2940,1746998693,103.0,5.376823,100.39376,0.0
SCS23,2941,1746998686,120.0,6.637957,100.282036,0.0
SCS23,2941,1746998768,119.0,6.620832,100.265305,0.0
EMU29,2940,1746998783,77.0,5.367275,100.41431,0.0
SCS23,2941,1746998798,120.0,6.611895,100.26403,0.0
EMU29,2940,1746998813,49.0,5.365273,100.41951,0.0
SCS23,2941,1746998858,118.0,6.593978,100.26324,0.0
EMU29,2940,1746998903,87.0,5.362662,100.426254,0.0
SCS23,2941,1746998918,122.0,6.57604,100.26075,0.0
EMU29,2940,1746998903,87.0,5.362662,100.426254,0.0
SCS23,2941,1746998978,121.0,6.557678,100.25955,0.0
EMU29,2940,1746998993,49.0,5.36667,100.445526,0.0
SCS23,2941,1746999038,115.0,6.539867,100.25971,0.0
EMU29,2940,1746999053,0.0,5.366413,100.447334,0.0
EMU33,2901,1746999052,0.0,6.66189,100.31792,0.0
SCS23,2941,1746999098,55.0,6.525748,100.25726,0.0
EMU29,2940,1746999113,50.0,5.365687,100.45203,0.0
EMU33,2901,1746999112,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999203,48.0,5.359695,100.46183,0.0
SCS23,2941,1746999188,53.0,6.521868,100.25662,0.0
EMU32,2901,1746999194,49.0,5.38596,100.37655,0.0
SCS23,2941,1746999218,94.0,6.51635,100.25567,0.0
EMU33,2901,1746999233,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999232,40.0,5.357202,100.46408,0.0
SCS23,2941,1746999278,114.0,6.499735,100.25339,0.0
EMU33,2901,1746999293,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999292,78.0,5.363873,100.46736,0.0
SCS23,2941,1746999338,119.0,6.48184,100.253685,0.0
EMU33,2901,1746999353,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999352,125.0,5.379732,100.46936,0.0
EMU29,2940,1746999442,115.0,5.407423,100.47341,0.0
SCS23,2941,1746999428,119.0,6.455805,100.260124,0.0
EMU32,2901,1746999434,22.0,5.364713,100.421036,0.0
SCS23,2941,1746999458,116.0,6.447368,100.26303,0.0
EMU33,2901,1746999473,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999472,110.0,5.415457,100.47636,0.0
SCS23,2941,1746999548,0.0,6.432418,100.26815,0.0
EMU32,2901,1746999554,103.0,5.364425,100.43564,0.0
EMU29,2940,1746999562,116.0,5.439218,100.4897,0.0
SCS23,2941,1746999578,9.0,6.432365,100.268166,0.0
EMU33,2901,1746999593,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999592,86.0,5.447182,100.491806,0.0
SCS23,2941,1746999638,103.0,6.423527,100.271225,0.0
EMU33,2901,1746999653,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999652,91.0,5.459605,100.49508,0.0
EMU39,2943,1746999647,19.0,6.661945,100.31888,0.0
SCS23,2941,1746999698,120.0,6.406593,100.27706,0.0
EMU33,2901,1746999713,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999712,100.0,5.475037,100.49614,0.0
EMU39,2943,1746999707,46.0,6.658917,100.31532,0.0
SCS23,2941,1746999758,118.0,6.391848,100.2871,0.0
EMU33,2901,1746999773,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999772,0.0,5.481967,100.49791,0.0
EMU39,2943,1746999767,45.0,6.655255,100.30974,0.0
SCS23,2941,1746999818,102.0,6.378212,100.297295,0.0
EMU39,2943,1746999827,105.0,6.649793,100.30121,0.0
EMU33,2901,1746999833,0.0,6.66189,100.31792,0.0
EMU29,2940,1746999832,75.0,5.485432,100.49884,0.0
SCS23,2941,1746999878,0.0,6.371238,100.302505,0.0
EMU33,2901,1746999893,0.0,6.66189,100.31792,0.0
EMU39,2943,1746999887,125.0,6.640582,100.285576,0.0
EMU29,2940,1746999886,103.0,5.49856,100.502365,0.0
